gene	linb	nSNP
ENSG00000177951_BET1L	0.44737209974302716	3
ENSG00000188076_SCGB1C1	0.48330175448949364	5
ENSG00000177947_ODF3	0.4111867651893881	5
ENSG00000177963_RIC8A	0.29426069504201813	7
ENSG00000142082_SIRT3	0.8637847620943245	13
ENSG00000185627_PSMD13	0.5930637001365213	2
ENSG00000174885_NLRP6	0.8002620978091096	7
ENSG00000142102_PGGHG	0.41660336992947977	14
ENSG00000206013_IFITM5	0.34096535839477193	4
ENSG00000185201_IFITM2	0.3982218469672182	4
ENSG00000182272_B4GALNT4	0.028709146843306055	13
ENSG00000184363_PKP3	0.8914905265817734	16
ENSG00000185187_SIGIRR	0.8574948292527066	10
ENSG00000185101_ANO9	0.9342783063264535	13
ENSG00000174915_PTDSS2	0.8922757430431578	4
ENSG00000023191_RNH1	0.8266521490368188	8
ENSG00000174775_HRAS	0.4024734363919983	4
ENSG00000161328_LRRC56	0.61255124298272	6
ENSG00000185522_LMNTD2	0.2682999093193319	17
ENSG00000099849_RASSF7	0.8059304521101271	10
ENSG00000070047_PHRF1	0.03255431202090919	10
ENSG00000185507_IRF7	0.9766714758178519	18
ENSG00000099834_CDHR5	0.011004429426848539	11
ENSG00000070031_SCT	0.8227136536342196	5
ENSG00000069696_DRD4	0.8380452602071817	3
ENSG00000177030_DEAF1	0.29346300725477437	10
ENSG00000177106_EPS8L2	0.736055008164592	16
ENSG00000177042_TMEM80	0.37249799338761513	6
ENSG00000177156_TALDO1	0.660270951454887	8
ENSG00000177225_GATD1	0.42572874054874443	8
ENSG00000184524_CEND1	0.5940893773253081	3
ENSG00000177542_SLC25A22	0.08541242953848915	3
ENSG00000177595_PIDD1	0.3136830177242841	18
ENSG00000177666_PNPLA2	0.99166934724727	5
ENSG00000177685_CRACR2B	0.9022791853428715	13
ENSG00000177697_CD151	0.6112059380728134	7
ENSG00000177700_POLR2L	0.41817030027512214	1
ENSG00000214063_TSPAN4	0.09049506511225192	12
ENSG00000177830_CHID1	0.41950744301429654	13
ENSG00000183020_AP2A2	0.4028459300096898	5
ENSG00000184956_MUC6	0.26115637877471387	38
ENSG00000198788_MUC2	0.7052647179135665	9
ENSG00000215182_MUC5AC	0.018447197611544452	5
ENSG00000117983_MUC5B	0.9019790025444143	12
ENSG00000174672_BRSK2	0.4563987800229268	3
ENSG00000182208_MOB2	0.7336456462945987	2
ENSG00000184545_DUSP8	0.2939075098337608	2
ENSG00000205869_KRTAP5-1	0.26834364994360027	2
ENSG00000196224_KRTAP5-3	0.7611346462513996	1
ENSG00000241598_KRTAP5-4	0.31932102611942315	4
ENSG00000205864_KRTAP5-6	0.3644952503046084	2
ENSG00000244242_IFITM10	0.07763845958132287	5
ENSG00000250644_AC068580.4	2.0	5
ENSG00000117984_CTSD	0.4264019108394126	5
ENSG00000149043_SYT8	0.07305543927110425	14
ENSG00000130598_TNNI2	0.5985451248712487	2
ENSG00000130592_LSP1	0.32481898510052387	13
ENSG00000130595_TNNT3	0.64178555248036	6
ENSG00000214026_MRPL23	0.09908142504709117	1
ENSG00000167244_IGF2	0.9050115766863793	2
ENSG00000284779_AC132217.2	0.6870610019669041	5
ENSG00000129965_INS-IGF2	0.6870610019669041	5
ENSG00000254647_INS	0.9953304542729374	1
ENSG00000180176_TH	0.4598996525692296	5
ENSG00000183734_ASCL2	0.45653885986249665	2
ENSG00000110665_C11orf21	0.8370948957796152	7
ENSG00000064201_TSPAN32	0.4964572980498626	11
ENSG00000110651_CD81	0.6110506430196847	2
ENSG00000184281_TSSC4	0.5891868291257241	5
ENSG00000070985_TRPM5	0.6728495021197415	18
ENSG00000053918_KCNQ1	0.9694976165779542	7
ENSG00000129757_CDKN1C	0.005866771463955978	1
ENSG00000254827_SLC22A18AS	0.3486967166523386	7
ENSG00000110628_SLC22A18	0.6332764894066261	11
ENSG00000181649_PHLDA2	0.0840220032963479	3
ENSG00000205531_NAP1L4	0.8483063020125552	4
ENSG00000110619_CARS	0.5114294072838675	6
ENSG00000021762_OSBPL5	0.793801935764934	9
ENSG00000182170_MRGPRG	0.8549459857490707	1
ENSG00000184350_MRGPRE	0.7127580429507717	6
ENSG00000005801_ZNF195	0.7237768211165612	10
ENSG00000167311_ART5	0.5102139503747234	14
ENSG00000129744_ART1	0.930798705937823	7
ENSG00000129749_CHRNA10	0.3024036968369336	7
ENSG00000110713_NUP98	0.26414449560721864	2
ENSG00000148985_PGAP2	0.6192563628478032	9
ENSG00000167323_STIM1	0.20199986621130273	5
ENSG00000167325_RRM1	1.0	1
ENSG00000221996_OR52B4	0.029677607832653274	4
ENSG00000132109_TRIM21	0.11221689977677507	7
ENSG00000181963_OR52K2	0.3629498160285941	9
ENSG00000196778_OR52K1	0.2651721908042972	11
ENSG00000197790_OR52M1	0.8240927598320547	4
ENSG00000171987_C11orf40	0.3478846971669065	7
ENSG00000226288_OR52I2	0.4282445127261151	1
ENSG00000232268_OR52I1	0.7914855463947074	1
ENSG00000167333_TRIM68	0.0214096881801622	8
ENSG00000197428_OR51D1	0.11551449201610631	3
ENSG00000167332_OR51E2	0.3150878908707275	7
ENSG00000167346_MMP26	0.20948184706479422	6
ENSG00000280021_OR51F1	0.3774365332424118	4
ENSG00000279270_OR52R1	0.7914107244214632	4
ENSG00000176925_OR51F2	0.9253741355218705	5
ENSG00000176922_OR51S1	0.21229457264679197	4
ENSG00000176900_OR51T1	0.0454549532802585	6
ENSG00000176895_OR51A7	0.7222273652026565	8
ENSG00000176893_OR51G2	0.7266469583393105	2
ENSG00000278870_OR51G1	0.6270335882023118	4
ENSG00000205497_OR51A4	0.8100211372837496	7
ENSG00000205496_OR51A2	0.8851946109691743	3
ENSG00000176798_OR51L1	0.18570863094790413	3
ENSG00000205495_OR52J3	0.16242490306746238	3
ENSG00000176787_OR52E2	0.969431020517443	3
ENSG00000171944_OR52A5	2.0	3
ENSG00000182070_OR52A1	0.4430184969995036	1
ENSG00000176742_OR51V1	0.15094250274547794	3
ENSG00000244734_HBB	0.38179148893983406	7
ENSG00000223609_HBD	0.2364430708537396	7
ENSG00000213934_HBG1	0.3658126661828942	4
ENSG00000284931_AC104389.5	0.25549990798175626	3
ENSG00000196565_HBG2	0.7232840100425457	3
ENSG00000213931_HBE1	0.27555983866138967	2
ENSG00000183251_OR51B4	0.7735062760586424	3
ENSG00000167355_OR51B5	0.3772233654889332	4
ENSG00000176239_OR51B6	0.18813267105060483	3
ENSG00000184698_OR51M1	0.5509288777003521	1
ENSG00000167360_OR51Q1	0.4436745783640179	3
ENSG00000167359_OR51I1	0.8585420986643921	5
ENSG00000187918_OR51I2	0.08183362420145046	6
ENSG00000181609_OR52D1	0.35318044518220526	4
ENSG00000175520_UBQLN3	0.0730779737384677	1
ENSG00000175518_UBQLNL	0.9390630277050508	8
ENSG00000181616_OR52H1	2.0	2
ENSG00000121236_TRIM6	0.5394262191157438	10
ENSG00000258588_TRIM6-TRIM34	0.9091975618301726	13
ENSG00000258659_TRIM34	0.12692252731220133	6
ENSG00000132256_TRIM5	0.7177531239337211	8
ENSG00000132274_TRIM22	0.4938300762514606	8
ENSG00000181023_OR56B1	0.6550492799188405	2
ENSG00000181074_OR52N4	0.23313462521807282	1
ENSG00000181001_OR52N1	0.45241052490838973	3
ENSG00000205409_OR52E6	0.8660368298745047	2
ENSG00000183269_OR52E8	0.9082815328509743	2
ENSG00000180974_OR52E4	0.1282352345939013	3
ENSG00000184478_OR56A3	0.5657566713984528	6
ENSG00000188691_OR56A5	0.5129216142387347	2
ENSG00000183313_OR52L1	0.20041617551667112	4
ENSG00000183389_OR56A4	0.712883279673841	1
ENSG00000180934_OR56A1	0.15261894046697144	3
ENSG00000180919_OR56B4	0.24901983350048096	2
ENSG00000255307_OR52B2	0.4055156908081273	5
ENSG00000175485_OR52W1	0.9805918667450325	3
ENSG00000180878_C11orf42	0.29123698102515005	3
ENSG00000051009_FAM160A2	0.7329537739775983	1
ENSG00000132259_CNGA4	0.6646140793558086	14
ENSG00000110148_CCKBR	0.19874959098896505	6
ENSG00000170955_CAVIN3	0.4400774496822286	4
ENSG00000166311_SMPD1	0.35360621907713063	15
ENSG00000166313_APBB1	0.8730237520295338	5
ENSG00000110169_HPX	0.5868275152613169	4
ENSG00000110171_TRIM3	0.7142286808149915	4
ENSG00000132254_ARFIP2	0.4635365821480094	3
ENSG00000283977_AC084337.2	0.8902658966348256	2
ENSG00000132286_TIMM10B	0.16863426830722728	1
ENSG00000179532_DNHD1	0.5507994421482423	72
ENSG00000132275_RRP8	0.2881437369064247	9
ENSG00000166333_ILK	0.9177669116156489	9
ENSG00000166340_TPP1	0.6913547916023679	10
ENSG00000166341_DCHS1	0.5903656435067741	5
ENSG00000279486_OR2AG1	0.47174694502686465	6
ENSG00000184933_OR6A2	0.9556044562265942	4
ENSG00000170790_OR10A2	0.7123828209400114	1
ENSG00000170782_OR10A4	0.8886157361140437	4
ENSG00000166368_OR2D2	0.9316722861895379	4
ENSG00000178358_OR2D3	0.19124808836990925	1
ENSG00000149054_ZNF215	0.5087865615108164	8
ENSG00000149050_ZNF214	0.0717496322193304	6
ENSG00000158077_NLRP14	0.12070567671902854	18
ENSG00000170748_RBMXL2	0.4444142988103664	4
ENSG00000170743_SYT9	0.512103246885041	6
ENSG00000183801_OLFML1	0.98627139506931	4
ENSG00000166387_PPFIBP2	0.12676369613564042	24
ENSG00000166394_CYB5R2	0.11733167861957261	18
ENSG00000183378_OVCH2	0.3553155596357802	14
ENSG00000183303_OR5P2	0.6584262913319978	5
ENSG00000182334_OR5P3	0.356393212108286	6
ENSG00000279000_OR10A6	0.27018193017216996	7
ENSG00000170683_OR10A3	0.2154947453167677	6
ENSG00000182261_NLRP10	0.99237063979625	8
ENSG00000175390_EIF3F	0.31016746639976867	2
ENSG00000166402_TUB	0.20554182653242292	6
ENSG00000166405_RIC3	0.854341226502234	5
ENSG00000166407_LMO1	0.17792712205693673	4
ENSG00000130413_STK33	0.8444948031450755	5
ENSG00000166436_TRIM66	0.6132701324323777	17
ENSG00000166441_RPL27A	0.5064216402714172	2
ENSG00000166444_ST5	0.42283022011037563	7
ENSG00000166452_AKIP1	0.27390860611970547	5
ENSG00000176029_C11orf16	0.20490963349066782	3
ENSG00000176009_ASCL3	0.7529699985715933	3
ENSG00000175348_TMEM9B	0.6198834672852331	1
ENSG00000175352_NRIP3	0.08700010586416373	2
ENSG00000175356_SCUBE2	0.21005216731158394	22
ENSG00000184014_DENND5A	0.5718505197257119	7
ENSG00000166471_TMEM41B	0.3660255725370899	4
ENSG00000205339_IPO7	0.08142268068734893	3
ENSG00000166478_ZNF143	0.4651699309422823	4
ENSG00000166483_WEE1	0.7852616709104063	3
ENSG00000133789_SWAP70	0.5307334121938667	4
ENSG00000133812_SBF2	0.391539529620046	13
ENSG00000148926_ADM	0.7020709916020449	3
ENSG00000133805_AMPD3	0.3690003234415341	13
ENSG00000110315_RNF141	0.8408848030281129	4
ENSG00000133800_LYVE1	0.8879112828445934	6
ENSG00000072952_MRVI1	0.3650471949440026	20
ENSG00000198730_CTR9	0.5455932932256555	4
ENSG00000110321_EIF4G2	0.03870366753692167	3
ENSG00000236287_ZBED5	0.3282811467654454	1
