gene	linb	nSNP
ENSG00000124733_MEA1	0.9496215155411318	4
ENSG00000124541_RRP36	0.5464239358481504	12
ENSG00000044090_CUL7	0.4093789195540417	21
ENSG00000137171_KLC4	0.9859885533837601	8
ENSG00000112651_MRPL2	0.9901794999564781	10
ENSG00000112655_PTK7	0.34246604760551813	9
ENSG00000112658_SRF	0.4521326876244216	2
ENSG00000112659_CUL9	0.1719991275191306	14
ENSG00000112667_DNPH1	0.02848848887900557	5
ENSG00000137204_SLC22A7	0.8259331488657812	8
ENSG00000146215_CRIP3	0.8026810529803343	5
ENSG00000171467_ZNF318	0.7804581917149778	7
ENSG00000124574_ABCC10	0.6619237578515459	18
ENSG00000171462_DLK2	0.021539652578433266	1
ENSG00000137221_TJAP1	0.1457451344073749	6
ENSG00000204052_LRRC73	0.4546633252285449	1
ENSG00000171453_POLR1C	0.18418465517113214	10
ENSG00000137207_YIPF3	0.7219672250920786	4
ENSG00000124571_XPO5	0.32437038331739343	5
ENSG00000170734_POLH	0.9339202431090773	10
ENSG00000172432_GTPBP2	0.926078054121825	5
ENSG00000124688_MAD2L1BP	0.31707956113987446	6
ENSG00000172426_RSPH9	0.8847246813314057	7
ENSG00000096080_MRPS18A	0.146701757133752	9
ENSG00000112715_VEGFA	0.6533167271562292	9
ENSG00000181577_C6orf223	0.6729688651831203	6
ENSG00000180992_MRPL14	0.12254716211297267	2
ENSG00000137216_TMEM63B	0.9857088093713114	4
ENSG00000137225_CAPN11	0.3349313538500268	20
ENSG00000112759_SLC29A1	0.29343424457814427	5
ENSG00000096384_HSP90AB1	0.9944222971549062	3
ENSG00000157593_SLC35B2	0.4412009890097772	2
ENSG00000146232_NFKBIE	0.8708502283472794	2
ENSG00000178233_TMEM151B	0.13861950688095592	1
ENSG00000272442_AL353588.1	0.37907180329225165	6
ENSG00000146221_TCTE1	0.05608332316268205	14
ENSG00000124608_AARS2	0.7144990770480253	19
ENSG00000249481_SPATS1	0.13780080620622792	4
ENSG00000096401_CDC5L	0.6434461166927341	2
ENSG00000196284_SUPT3H	0.5310179907774074	8
ENSG00000124813_RUNX2	0.20079460184683273	1
ENSG00000112782_CLIC5	0.41465448150193185	10
ENSG00000001561_ENPP4	0.9514679125225352	1
ENSG00000112796_ENPP5	0.3861314578664189	6
ENSG00000172348_RCAN2	0.4866289245551033	1
ENSG00000146233_CYP39A1	0.9902874779476634	8
ENSG00000153291_SLC25A27	0.6425445683726381	14
ENSG00000180113_TDRD6	0.5783807052759253	25
ENSG00000146070_PLA2G7	0.7863656663094325	12
ENSG00000230062_ANKRD66	0.9927277339289512	5
ENSG00000112818_MEP1A	0.5344297644370335	5
ENSG00000069122_ADGRF5	0.24377244702216827	13
ENSG00000153292_ADGRF1	0.6652816051381352	12
ENSG00000146072_TNFRSF21	0.7975395271171515	1
ENSG00000198087_CD2AP	0.8540046313254914	9
ENSG00000164393_ADGRF2	0.011673284328823419	13
ENSG00000153294_ADGRF4	0.4230498445664942	12
ENSG00000124818_OPN5	0.5127725514450966	6
ENSG00000244694_PTCHD4	0.8564138331929093	6
ENSG00000146085_MMUT	0.2751371839652821	15
ENSG00000031691_CENPQ	0.8364028148426116	2
ENSG00000203972_GLYATL3	0.598545127460103	11
ENSG00000197261_C6orf141	0.5703459157786592	2
ENSG00000112077_RHAG	0.6741740349239395	4
ENSG00000124490_CRISP2	0.4290196951338192	6
ENSG00000096006_CRISP3	0.7332376543601966	5
ENSG00000170950_PGK2	0.1547412939109749	5
ENSG00000124812_CRISP1	0.6654885935086464	8
