gene	linb	nSNP
ENSG00000184731_FAM110C	0.8124096043853386	7
ENSG00000035115_SH3YL1	0.30703867925399386	14
ENSG00000143727_ACP1	0.8999585005057222	10
ENSG00000189292_ALKAL2	0.6028409114268485	2
ENSG00000151353_TMEM18	0.8614677369173103	12
ENSG00000172554_SNTG2	0.7033337031517097	16
ENSG00000115705_TPO	0.9320955526960798	12
ENSG00000130508_PXDN	0.9255328753867649	9
ENSG00000186487_MYT1L	0.21503091411317565	3
ENSG00000032389_EIPR1	0.0397179010191504	8
ENSG00000171853_TRAPPC12	0.8781302134455613	7
ENSG00000182551_ADI1	0.8467951766963014	5
ENSG00000286905_AC108488.2	0.24101362263354054	5
ENSG00000171865_RNASEH1	0.8656301753184359	8
ENSG00000118004_COLEC11	0.5410865959363722	4
ENSG00000151360_ALLC	0.565284575075903	11
ENSG00000214866_DCDC2C	0.5820858021825013	10
ENSG00000134326_CMPK2	0.5671863611964163	4
ENSG00000134321_RSAD2	0.5352576611666947	10
ENSG00000151692_RNF144A	0.7480488448239966	1
ENSG00000115738_ID2	0.8364150656196212	1
ENSG00000134313_KIDINS220	0.7271509015454036	8
ENSG00000143797_MBOAT2	0.5014361001759455	9
ENSG00000151693_ASAP2	0.8636188313632448	4
ENSG00000119185_ITGB1BP1	0.4843022534004261	3
ENSG00000119203_CPSF3	0.8497319172844016	5
ENSG00000134330_IAH1	0.5901793184397693	8
ENSG00000151694_ADAM17	0.36594459873582896	8
ENSG00000134308_YWHAQ	0.6952053838298775	1
ENSG00000115750_TAF1B	0.18884872624292204	12
ENSG00000134317_GRHL1	0.3009696905466136	4
ENSG00000172059_KLF11	0.017316586651549115	6
ENSG00000205795_CYS1	0.040431592869252575	2
ENSG00000171848_RRM2	0.8733483895222198	3
ENSG00000115761_NOL10	0.551413914106001	5
ENSG00000143882_ATP6V1C2	0.6847481352559134	1
ENSG00000143870_PDIA6	0.3835088096827117	7
ENSG00000150873_C2orf50	0.659340401770474	4
ENSG00000162976_PQLC3	0.17949429210755552	4
ENSG00000134318_ROCK2	0.41589114599358823	8
ENSG00000169016_E2F6	0.07033407668052838	6
ENSG00000196208_GREB1	0.5660192954339345	9
ENSG00000169006_NTSR2	0.2654883422226726	8
ENSG00000134324_LPIN1	0.4036236855685781	13
ENSG00000071575_TRIB2	0.29159321867343335	2
ENSG00000162981_LRATD1	0.7015422108519518	1
ENSG00000151779_NBAS	0.7991869367471385	37
ENSG00000079785_DDX1	0.632557005508855	2
ENSG00000197872_FAM49A	0.07341163476910073	3
ENSG00000214842_RAD51AP2	0.7213853102396235	16
ENSG00000163029_SMC6	0.09915656442720677	9
ENSG00000178295_GEN1	0.009501169827583311	19
ENSG00000170745_KCNS3	0.3897348719387942	5
ENSG00000240857_RDH14	0.7349117027226443	1
ENSG00000250741_NT5C1B-RDH14	0.006689548664779221	6
ENSG00000185013_NT5C1B	0.0027166778659022395	7
ENSG00000143867_OSR1	0.4743332262983372	1
ENSG00000183891_TTC32	0.85229913966922	2
ENSG00000118965_WDR35	0.010878615141462267	19
ENSG00000132031_MATN3	0.6776353372309643	8
ENSG00000068697_LAPTM4A	0.37776766660074335	3
ENSG00000115884_SDC1	0.7557914478977574	3
ENSG00000055917_PUM2	0.40228844220024496	10
ENSG00000143878_RHOB	0.7463994463613556	2
ENSG00000118960_HS1BP3	0.6874872897977746	9
ENSG00000143869_GDF7	0.36543731084560116	3
ENSG00000118961_LDAH	0.39327022411560153	11
ENSG00000084674_APOB	0.01229089356621138	22
ENSG00000119771_KLHL29	0.6224020843845834	1
ENSG00000119778_ATAD2B	0.7377503065010613	2
ENSG00000173960_UBXN2A	0.3619859219196695	4
ENSG00000205639_MFSD2B	0.8019486968599028	5
ENSG00000163026_WDCP	0.07883515113788431	2
ENSG00000115128_SF3B6	0.639943950068487	1
ENSG00000219626_FAM228B	0.5424913980872558	6
ENSG00000115129_TP53I3	0.7075170954967633	12
ENSG00000176732_PFN4	0.7246680741263385	3
ENSG00000276087_AC008073.3	0.5033540088926388	7
ENSG00000186453_FAM228A	0.48830186487436444	10
ENSG00000198399_ITSN2	0.07658579738703863	25
ENSG00000084676_NCOA1	0.33476851859627976	3
